Rank,NOC,Gold,Silver,Bronze,Total,Year,is_host,total_events,total_lag1,gold_lag1,total_lag2,total_rolling3_mean,total_change,participation_count,gold_ratio
22,Latvia,0,1,0,1,1932,0,117,0.0,0.0,0.0,0.0,1.0,1,0.0
24,Latvia,0,1,1,2,1936,0,129,1.0,0.0,0.0,1.0,1.0,2,0.0
40,Latvia,0,2,1,3,1992,0,257,2.0,0.0,1.0,1.5,1.0,3,0.0
61,Latvia,0,1,0,1,1996,0,271,3.0,0.0,2.0,2.0,-2.0,4,0.0
44,Latvia,1,1,1,3,2000,0,300,1.0,0.0,3.0,2.0,2.0,5,0.3333333333333333
58,Latvia,0,4,0,4,2004,0,301,3.0,1.0,1.0,2.3333333333333335,1.0,6,0.0
46,Latvia,1,1,1,3,2008,0,302,4.0,0.0,3.0,2.6666666666666665,-1.0,7,0.3333333333333333
48,Latvia,1,0,1,2,2012,0,302,3.0,1.0,4.0,3.3333333333333335,-1.0,8,0.5
59,Latvia,1,0,1,2,2020,0,339,2.0,1.0,3.0,3.0,0.0,9,0.5
32,Lebanon,0,1,1,2,1952,0,149,0.0,0.0,0.0,0.0,2.0,1,0.0
33,Lebanon,0,1,0,1,1972,0,195,2.0,0.0,0.0,2.0,-1.0,2,0.0
35,Lebanon,0,0,1,1,1980,0,203,1.0,0.0,2.0,1.5,0.0,3,0.0
34,Lithuania,1,0,1,2,1992,0,257,0.0,0.0,0.0,0.0,2.0,1,0.5
71,Lithuania,0,0,1,1,1996,0,271,2.0,1.0,0.0,2.0,-1.0,2,0.0
33,Lithuania,2,0,3,5,2000,0,300,1.0,0.0,2.0,1.5,4.0,3,0.4
45,Lithuania,1,2,0,3,2004,0,301,5.0,2.0,1.0,2.6666666666666665,-2.0,4,0.3333333333333333
57,Lithuania,0,3,2,5,2008,0,302,3.0,1.0,5.0,3.0,2.0,5,0.0
35,Lithuania,2,0,3,5,2012,0,302,5.0,0.0,3.0,4.333333333333333,0.0,6,0.4
65,Lithuania,0,1,3,4,2016,0,306,5.0,2.0,5.0,4.333333333333333,-1.0,7,0.0
77,Lithuania,0,1,0,1,2020,0,339,4.0,0.0,5.0,4.666666666666667,-3.0,8,0.0
70,Lithuania,0,2,2,4,2024,0,329,1.0,0.0,4.0,3.3333333333333335,3.0,9,0.0
14,Luxembourg,1,0,0,1,1900,0,97,0.0,0.0,0.0,0.0,1.0,1,1.0
19,Luxembourg,0,1,0,1,1920,0,156,1.0,1.0,0.0,1.0,0.0,2,0.0
27,Luxembourg,1,0,0,1,1952,0,149,1.0,0.0,1.0,1.0,0.0,3,1.0
71,Macedonia,0,0,1,1,2000,0,300,0.0,0.0,0.0,0.0,1.0,1,0.0
54,Malaysia,0,0,1,1,1992,0,257,0.0,0.0,0.0,0.0,1.0,1,0.0
58,Malaysia,0,1,1,2,1996,0,271,1.0,0.0,0.0,1.0,1.0,2,0.0
72,Malaysia,0,1,0,1,2008,0,302,2.0,0.0,1.0,1.5,-1.0,3,0.0
65,Malaysia,0,1,1,2,2012,0,302,1.0,0.0,2.0,1.3333333333333333,1.0,4,0.0
60,Malaysia,0,4,1,5,2016,0,306,2.0,0.0,1.0,1.6666666666666667,3.0,5,0.0
74,Malaysia,0,1,1,2,2020,0,339,5.0,0.0,2.0,2.6666666666666665,-3.0,6,0.0
80,Malaysia,0,0,2,2,2024,0,329,2.0,0.0,5.0,3.0,0.0,7,0.0
82,Mauritius,0,0,1,1,2008,0,302,0.0,0.0,0.0,0.0,1.0,1,0.0
21,Mexico,0,2,0,2,1932,0,117,0.0,0.0,0.0,0.0,2.0,1,0.0
28,Mexico,0,0,3,3,1936,0,129,2.0,0.0,0.0,2.0,1.0,2,0.0
17,Mexico,2,1,2,5,1948,0,136,3.0,0.0,2.0,2.5,2.0,3,0.4
34,Mexico,0,1,0,1,1952,0,149,5.0,2.0,3.0,3.3333333333333335,-4.0,4,0.0
23,Mexico,1,0,1,2,1956,0,151,1.0,0.0,5.0,3.0,1.0,5,0.5
41,Mexico,0,0,1,1,1960,0,150,2.0,1.0,1.0,2.6666666666666665,-1.0,6,0.0
35,Mexico,0,0,1,1,1964,0,163,1.0,0.0,2.0,1.3333333333333333,0.0,7,0.0
15,Mexico,3,3,3,9,1968,1,172,1.0,0.0,1.0,1.3333333333333333,8.0,8,0.3333333333333333
33,Mexico,0,1,0,1,1972,0,195,9.0,3.0,1.0,3.6666666666666665,-8.0,9,0.0
25,Mexico,1,0,1,2,1976,0,198,1.0,0.0,9.0,3.6666666666666665,1.0,10,0.5
29,Mexico,0,1,3,4,1980,0,203,2.0,1.0,1.0,4.0,2.0,11,0.0
17,Mexico,2,3,1,6,1984,0,221,4.0,0.0,2.0,2.3333333333333335,2.0,12,0.3333333333333333
44,Mexico,0,0,2,2,1988,0,237,6.0,2.0,4.0,4.0,-4.0,13,0.0
49,Mexico,0,1,0,1,1992,0,257,2.0,0.0,6.0,4.0,-1.0,14,0.0
71,Mexico,0,0,1,1,1996,0,271,1.0,0.0,2.0,3.0,0.0,15,0.0
40,Mexico,1,2,3,6,2000,0,300,1.0,0.0,1.0,1.3333333333333333,5.0,16,0.16666666666666666
59,Mexico,0,3,1,4,2004,0,301,6.0,1.0,1.0,2.6666666666666665,-2.0,17,0.0
36,Mexico,2,0,2,4,2008,0,302,4.0,0.0,6.0,3.6666666666666665,0.0,18,0.5
39,Mexico,1,3,4,8,2012,0,302,4.0,2.0,4.0,4.666666666666667,4.0,19,0.125
61,Mexico,0,3,2,5,2016,0,306,8.0,1.0,4.0,5.333333333333333,-3.0,20,0.0
84,Mexico,0,0,4,4,2020,0,339,5.0,0.0,8.0,5.666666666666667,-1.0,21,0.0
65,Mexico,0,3,2,5,2024,0,329,4.0,0.0,5.0,5.666666666666667,1.0,22,0.0
11,Mixed team,1,0,1,2,1896,0,43,0.0,0.0,0.0,0.0,2.0,1,0.5
4,Mixed team,8,5,6,19,1900,0,97,2.0,1.0,0.0,2.0,17.0,2,0.42105263157894735
5,Mixed team,2,1,1,4,1904,0,95,19.0,8.0,2.0,10.5,-15.0,3,0.5
58,Moldova,0,1,1,2,1996,0,271,0.0,0.0,0.0,0.0,2.0,1,0.0
61,Moldova,0,1,1,2,2000,0,300,2.0,0.0,0.0,2.0,0.0,2,0.0
82,Moldova,0,0,1,1,2008,0,302,2.0,0.0,2.0,2.0,-1.0,3,0.0
86,Moldova,0,0,1,1,2020,0,339,1.0,0.0,2.0,1.6666666666666667,0.0,4,0.0
72,Moldova,0,1,3,4,2024,0,329,1.0,0.0,1.0,1.3333333333333333,3.0,5,0.0
34,Mongolia,0,1,3,4,1968,0,172,0.0,0.0,0.0,0.0,4.0,1,0.0
33,Mongolia,0,1,0,1,1972,0,195,4.0,0.0,0.0,4.0,-3.0,2,0.0
34,Mongolia,0,1,0,1,1976,0,198,1.0,0.0,4.0,2.5,0.0,3,0.0
27,Mongolia,0,2,2,4,1980,0,203,1.0,0.0,1.0,2.0,3.0,4,0.0
46,Mongolia,0,0,1,1,1988,0,237,4.0,0.0,1.0,2.0,-3.0,5,0.0
52,Mongolia,0,0,2,2,1992,0,257,1.0,0.0,4.0,2.0,1.0,6,0.0
71,Mongolia,0,0,1,1,1996,0,271,2.0,0.0,1.0,2.3333333333333335,-1.0,7,0.0
71,Mongolia,0,0,1,1,2004,0,301,1.0,0.0,2.0,1.3333333333333333,0.0,8,0.0
33,Mongolia,2,2,0,4,2008,0,302,1.0,0.0,1.0,1.3333333333333333,3.0,9,0.5
58,Mongolia,0,2,3,5,2012,0,302,4.0,2.0,1.0,2.0,1.0,10,0.0
67,Mongolia,0,1,1,2,2016,0,306,5.0,0.0,4.0,3.3333333333333335,-3.0,11,0.0
71,Mongolia,0,1,3,4,2020,0,339,2.0,0.0,5.0,3.6666666666666665,2.0,12,0.0
74,Mongolia,0,1,0,1,2024,0,329,4.0,0.0,2.0,3.6666666666666665,-3.0,13,0.0
70,Montenegro,0,1,0,1,2012,0,302,0.0,0.0,0.0,0.0,1.0,1,0.0
32,Morocco,0,1,0,1,1960,0,150,0.0,0.0,0.0,0.0,1.0,1,0.0
18,Morocco,2,0,0,2,1984,0,221,1.0,0.0,0.0,1.0,1.0,2,1.0
28,Morocco,1,0,2,3,1988,0,237,2.0,2.0,1.0,1.5,1.0,3,0.3333333333333333
31,Morocco,1,1,1,3,1992,0,257,3.0,1.0,2.0,2.0,0.0,4,0.3333333333333333
68,Morocco,0,0,2,2,1996,0,271,3.0,1.0,3.0,2.6666666666666665,-1.0,5,0.0
58,Morocco,0,1,4,5,2000,0,300,2.0,0.0,3.0,2.6666666666666665,3.0,6,0.0
37,Morocco,2,1,0,3,2004,0,301,5.0,0.0,2.0,3.3333333333333335,-2.0,7,0.6666666666666666
68,Morocco,0,1,1,2,2008,0,302,3.0,2.0,5.0,3.3333333333333335,-1.0,8,0.0
79,Morocco,0,0,1,1,2012,0,302,2.0,0.0,3.0,3.3333333333333335,-1.0,9,0.0
78,Morocco,0,0,1,1,2016,0,306,1.0,0.0,2.0,2.0,0.0,10,0.0
63,Morocco,1,0,0,1,2020,0,339,1.0,0.0,1.0,1.3333333333333333,0.0,11,1.0
60,Morocco,1,0,1,2,2024,0,329,1.0,1.0,1.0,1.0,1.0,12,0.5
71,Mozambique,0,0,1,1,1996,0,271,0.0,0.0,0.0,0.0,1.0,1,0.0
50,Mozambique,1,0,0,1,2000,0,300,1.0,0.0,0.0,1.0,0.0,2,1.0
41,Namibia,0,2,0,2,1992,0,257,0.0,0.0,0.0,0.0,2.0,1,0.0
55,Namibia,0,2,0,2,1996,0,271,2.0,0.0,0.0,2.0,0.0,2,0.0
77,Namibia,0,1,0,1,2020,0,339,2.0,0.0,2.0,2.0,-1.0,3,0.0
17,Netherlands,0,2,3,5,1900,0,97,0.0,0.0,0.0,0.0,5.0,1,0.0
17,Netherlands,0,0,2,2,1908,0,110,5.0,0.0,0.0,5.0,-3.0,2,0.0
18,Netherlands,0,0,3,3,1912,0,102,2.0,0.0,5.0,3.5,1.0,3,0.0
9,Netherlands,4,2,5,11,1920,0,156,3.0,0.0,2.0,3.3333333333333335,8.0,4,0.36363636363636365
9,Netherlands,4,1,5,10,1924,0,126,11.0,4.0,3.0,5.333333333333333,-1.0,5,0.4
8,Netherlands,6,9,4,19,1928,1,109,10.0,4.0,11.0,8.0,9.0,6,0.3157894736842105
14,Netherlands,2,5,1,8,1932,0,117,19.0,6.0,10.0,13.333333333333334,-11.0,7,0.25
9,Netherlands,6,4,7,17,1936,0,129,8.0,2.0,19.0,12.333333333333334,9.0,8,0.35294117647058826
11,Netherlands,5,2,9,16,1948,0,136,17.0,6.0,8.0,14.666666666666666,-1.0,9,0.3125
29,Netherlands,0,5,0,5,1952,0,149,16.0,5.0,17.0,13.666666666666666,-11.0,10,0.0
28,Netherlands,0,1,2,3,1960,0,150,5.0,0.0,16.0,12.666666666666666,-2.0,11,0.0
15,Netherlands,2,4,4,10,1964,0,163,3.0,0.0,5.0,8.0,7.0,12,0.2
17,Netherlands,3,3,1,7,1968,0,172,10.0,2.0,3.0,6.0,-3.0,13,0.42857142857142855
16,Netherlands,3,1,1,5,1972,0,195,7.0,3.0,10.0,6.666666666666667,-2.0,14,0.6
29,Netherlands,0,2,3,5,1976,0,198,5.0,3.0,7.0,7.333333333333333,0.0,15,0.0
30,Netherlands,0,1,2,3,1980,0,203,5.0,0.0,5.0,5.666666666666667,-2.0,16,0.0
13,Netherlands,5,2,6,13,1984,0,221,3.0,0.0,5.0,4.333333333333333,10.0,17,0.38461538461538464
22,Netherlands,2,2,5,9,1988,0,237,13.0,5.0,3.0,7.0,-4.0,18,0.2222222222222222
20,Netherlands,2,6,7,15,1992,0,257,9.0,2.0,13.0,8.333333333333334,6.0,19,0.13333333333333333
15,Netherlands,4,5,10,19,1996,0,271,15.0,2.0,9.0,12.333333333333334,4.0,20,0.21052631578947367
8,Netherlands,12,9,4,25,2000,0,300,19.0,4.0,15.0,14.333333333333334,6.0,21,0.48
18,Netherlands,4,9,9,22,2004,0,301,25.0,12.0,19.0,19.666666666666668,-3.0,22,0.18181818181818182
11,Netherlands,7,5,4,16,2008,0,302,22.0,4.0,25.0,22.0,-6.0,23,0.4375
13,Netherlands,6,6,8,20,2012,0,302,16.0,7.0,22.0,21.0,4.0,24,0.3
11,Netherlands,8,7,4,19,2016,0,306,20.0,6.0,16.0,19.333333333333332,-1.0,25,0.42105263157894735
7,Netherlands,10,12,14,36,2020,0,339,19.0,8.0,20.0,18.333333333333332,17.0,26,0.2777777777777778
6,Netherlands,15,7,12,34,2024,0,329,36.0,10.0,19.0,25.0,-2.0,27,0.4411764705882353
36,Netherlands Antilles,0,1,0,1,1988,0,237,0.0,0.0,0.0,0.0,1.0,1,0.0
22,New Zealand,0,0,1,1,1920,0,156,0.0,0.0,0.0,0.0,1.0,1,0.0
23,New Zealand,0,0,1,1,1924,0,126,1.0,0.0,0.0,1.0,0.0,2,0.0
24,New Zealand,1,0,0,1,1928,0,109,1.0,0.0,1.0,1.0,0.0,3,1.0
22,New Zealand,0,1,0,1,1932,0,117,1.0,1.0,1.0,1.0,0.0,4,0.0
20,New Zealand,1,0,0,1,1936,0,129,1.0,0.0,1.0,1.0,0.0,5,1.0
24,New Zealand,1,0,2,3,1952,0,149,1.0,1.0,1.0,1.0,2.0,6,0.3333333333333333
16,New Zealand,2,0,0,2,1956,0,151,3.0,1.0,1.0,1.6666666666666667,-1.0,7,1.0
14,New Zealand,2,0,1,3,1960,0,150,2.0,2.0,3.0,2.0,1.0,8,0.6666666666666666
12,New Zealand,3,0,2,5,1964,0,163,3.0,2.0,2.0,2.6666666666666665,2.0,9,0.6
27,New Zealand,1,0,2,3,1968,0,172,5.0,3.0,3.0,3.3333333333333335,-2.0,10,0.3333333333333333
23,New Zealand,1,1,1,3,1972,0,195,3.0,1.0,5.0,3.6666666666666665,0.0,11,0.3333333333333333
18,New Zealand,2,1,1,4,1976,0,198,3.0,1.0,3.0,3.6666666666666665,1.0,12,0.5
8,New Zealand,8,1,2,11,1984,0,221,4.0,2.0,3.0,3.3333333333333335,7.0,13,0.7272727272727273
18,New Zealand,3,2,8,13,1988,0,237,11.0,8.0,4.0,6.0,2.0,14,0.23076923076923078
28,New Zealand,1,4,5,10,1992,0,257,13.0,3.0,11.0,9.333333333333334,-3.0,15,0.1
26,New Zealand,3,2,1,6,1996,0,271,10.0,1.0,13.0,11.333333333333334,-4.0,16,0.5
46,New Zealand,1,0,3,4,2000,0,300,6.0,3.0,10.0,9.666666666666666,-2.0,17,0.25
24,New Zealand,3,2,0,5,2004,0,301,4.0,1.0,6.0,6.666666666666667,1.0,18,0.6
27,New Zealand,3,2,4,9,2008,0,302,5.0,3.0,4.0,5.0,4.0,19,0.3333333333333333
14,New Zealand,6,2,5,13,2012,0,302,9.0,3.0,5.0,6.0,4.0,20,0.46153846153846156
19,New Zealand,4,9,5,18,2016,0,306,13.0,6.0,9.0,9.0,5.0,21,0.2222222222222222
13,New Zealand,7,6,7,20,2020,0,339,18.0,4.0,13.0,13.333333333333334,2.0,22,0.35
11,New Zealand,10,7,3,20,2024,0,329,20.0,7.0,18.0,17.0,0.0,23,0.5
43,Niger,0,0,1,1,1972,0,195,0.0,0.0,0.0,0.0,1.0,1,0.0
69,Niger,0,1,0,1,2016,0,306,1.0,0.0,0.0,1.0,0.0,2,0.0
35,Nigeria,0,0,1,1,1964,0,163,0.0,0.0,0.0,0.0,1.0,1,0.0
43,Nigeria,0,0,1,1,1972,0,195,1.0,0.0,0.0,1.0,0.0,2,0.0
30,Nigeria,0,1,1,2,1984,0,221,1.0,0.0,1.0,1.0,1.0,3,0.0
38,Nigeria,0,3,1,4,1992,0,257,2.0,0.0,1.0,1.3333333333333333,2.0,4,0.0
32,Nigeria,2,1,3,6,1996,0,271,4.0,0.0,2.0,2.3333333333333335,2.0,5,0.3333333333333333
41,Nigeria,1,2,0,3,2000,0,300,6.0,2.0,4.0,4.0,-3.0,6,0.3333333333333333
68,Nigeria,0,0,2,2,2004,0,301,3.0,1.0,6.0,4.333333333333333,-1.0,7,0.0
57,Nigeria,0,3,2,5,2008,0,302,2.0,0.0,3.0,3.6666666666666665,3.0,8,0.0
78,Nigeria,0,0,1,1,2016,0,306,5.0,0.0,2.0,3.3333333333333335,-4.0,9,0.0
74,Nigeria,0,1,1,2,2020,0,339,1.0,0.0,5.0,2.6666666666666665,1.0,10,0.0
22,North Korea,1,1,3,5,1972,0,195,0.0,0.0,0.0,0.0,5.0,1,0.2
21,North Korea,1,1,0,2,1976,0,198,5.0,1.0,0.0,5.0,-3.0,2,0.5
26,North Korea,0,3,2,5,1980,0,203,2.0,1.0,5.0,3.5,3.0,3,0.0
16,North Korea,4,0,5,9,1992,0,257,5.0,0.0,2.0,4.0,4.0,4,0.4444444444444444
33,North Korea,2,1,2,5,1996,0,271,9.0,4.0,5.0,5.333333333333333,-4.0,5,0.4
60,North Korea,0,1,3,4,2000,0,300,5.0,2.0,9.0,6.333333333333333,-1.0,6,0.0
57,North Korea,0,4,1,5,2004,0,301,4.0,0.0,5.0,6.0,1.0,7,0.0
31,North Korea,2,2,2,6,2008,0,302,5.0,0.0,4.0,4.666666666666667,1.0,8,0.3333333333333333
21,North Korea,4,0,2,6,2012,0,302,6.0,2.0,5.0,5.0,0.0,9,0.6666666666666666
34,North Korea,2,3,2,7,2016,0,306,6.0,4.0,6.0,5.666666666666667,1.0,10,0.2857142857142857
68,North Korea,0,2,4,6,2024,0,329,7.0,2.0,6.0,6.333333333333333,-1.0,11,0.0
77,North Macedonia,0,1,0,1,2020,0,339,0.0,0.0,0.0,0.0,1.0,1,0.0
17,Norway,0,2,3,5,1900,0,97,0.0,0.0,0.0,0.0,5.0,1,0.0
7,Norway,2,0,0,2,1904,0,95,5.0,0.0,0.0,5.0,-3.0,2,1.0
8,Norway,2,3,3,8,1908,0,110,2.0,2.0,5.0,3.5,6.0,3,0.25
8,Norway,3,2,5,10,1912,0,102,8.0,2.0,2.0,5.0,2.0,4,0.3
6,Norway,13,9,9,31,1920,0,156,10.0,3.0,8.0,6.666666666666667,21.0,5,0.41935483870967744
7,Norway,5,2,3,10,1924,0,126,31.0,13.0,10.0,16.333333333333332,-21.0,6,0.5
19,Norway,1,2,1,4,1928,0,109,10.0,5.0,31.0,17.0,-6.0,7,0.25
18,Norway,1,3,2,6,1936,0,129,4.0,1.0,10.0,15.0,2.0,8,0.16666666666666666
19,Norway,1,3,3,7,1948,0,136,6.0,1.0,4.0,6.666666666666667,1.0,9,0.14285714285714285
10,Norway,3,2,0,5,1952,0,149,7.0,1.0,6.0,5.666666666666667,-2.0,10,0.6
22,Norway,1,0,2,3,1956,0,151,5.0,3.0,7.0,6.0,-2.0,11,0.3333333333333333
21,Norway,1,0,0,1,1960,0,150,3.0,1.0,5.0,5.0,-2.0,12,1.0
25,Norway,1,1,0,2,1968,0,172,1.0,1.0,3.0,3.0,1.0,13,0.5
21,Norway,2,1,1,4,1972,0,195,2.0,1.0,1.0,2.0,2.0,14,0.5
21,Norway,1,1,0,2,1976,0,198,4.0,2.0,2.0,2.3333333333333335,-2.0,15,0.5
28,Norway,0,1,2,3,1984,0,221,2.0,1.0,4.0,2.6666666666666665,1.0,16,0.0
21,Norway,2,3,0,5,1988,0,237,3.0,0.0,2.0,3.0,2.0,17,0.4
22,Norway,2,4,1,7,1992,0,257,5.0,2.0,3.0,3.3333333333333335,2.0,18,0.2857142857142857
30,Norway,2,2,3,7,1996,0,271,7.0,2.0,5.0,5.0,0.0,19,0.2857142857142857
19,Norway,4,3,3,10,2000,0,300,7.0,2.0,7.0,6.333333333333333,3.0,20,0.4
17,Norway,5,0,1,6,2004,0,301,10.0,4.0,7.0,8.0,-4.0,21,0.8333333333333334
22,Norway,3,5,1,9,2008,0,302,6.0,5.0,10.0,7.666666666666667,3.0,22,0.3333333333333333
34,Norway,2,1,1,4,2012,0,302,9.0,3.0,6.0,8.333333333333334,-5.0,23,0.5
74,Norway,0,0,4,4,2016,0,306,4.0,2.0,9.0,6.333333333333333,0.0,24,0.0
20,Norway,4,2,2,8,2020,0,339,4.0,0.0,4.0,5.666666666666667,4.0,25,0.5
18,Norway,4,1,3,8,2024,0,329,8.0,4.0,4.0,5.333333333333333,0.0,26,0.5
31,Pakistan,0,1,0,1,1956,0,151,0.0,0.0,0.0,0.0,1.0,1,0.0
20,Pakistan,1,0,1,2,1960,0,150,1.0,0.0,0.0,1.0,1.0,2,0.5
30,Pakistan,0,1,0,1,1964,0,163,2.0,1.0,1.0,1.5,-1.0,3,0.0
29,Pakistan,1,0,0,1,1968,0,172,1.0,0.0,2.0,1.3333333333333333,0.0,4,1.0
33,Pakistan,0,1,0,1,1972,0,195,1.0,1.0,1.0,1.3333333333333333,0.0,5,0.0
37,Pakistan,0,0,1,1,1976,0,198,1.0,0.0,1.0,1.0,0.0,6,0.0
25,Pakistan,1,0,0,1,1984,0,221,1.0,0.0,1.0,1.0,0.0,7,1.0
46,Pakistan,0,0,1,1,1988,0,237,1.0,1.0,1.0,1.0,0.0,8,0.0
54,Pakistan,0,0,1,1,1992,0,257,1.0,0.0,1.0,1.0,0.0,9,0.0
62,Pakistan,1,0,0,1,2024,0,329,1.0,0.0,1.0,1.0,0.0,10,1.0
32,Panama,0,0,2,2,1948,0,136,0.0,0.0,0.0,0.0,2.0,1,0.0
53,Panama,1,0,0,1,2008,0,302,2.0,0.0,0.0,2.0,-1.0,2,1.0
74,Panama,0,1,0,1,2024,0,329,1.0,1.0,2.0,1.5,0.0,3,0.0
65,Paraguay,0,1,0,1,2004,0,301,0.0,0.0,0.0,0.0,1.0,1,0.0
22,Peru,1,0,0,1,1948,0,136,0.0,0.0,0.0,0.0,1.0,1,1.0
33,Peru,0,1,0,1,1984,0,221,1.0,1.0,0.0,1.0,0.0,2,0.0
36,Peru,0,1,0,1,1988,0,237,1.0,0.0,1.0,1.0,0.0,3,0.0
49,Peru,0,1,0,1,1992,0,257,1.0,0.0,1.0,1.0,0.0,4,0.0
84,Peru,0,0,1,1,2024,0,329,1.0,0.0,1.0,1.0,0.0,5,0.0
32,Philippines,0,0,1,1,1928,0,109,0.0,0.0,0.0,0.0,1.0,1,0.0
25,Philippines,0,0,3,3,1932,0,117,1.0,0.0,0.0,1.0,2.0,2,0.0
30,Philippines,0,0,1,1,1936,0,129,3.0,0.0,1.0,2.0,-2.0,3,0.0
30,Philippines,0,1,0,1,1964,0,163,1.0,0.0,3.0,1.6666666666666667,0.0,4,0.0
46,Philippines,0,0,1,1,1988,0,237,1.0,0.0,1.0,1.6666666666666667,0.0,5,0.0
54,Philippines,0,0,1,1,1992,0,257,1.0,0.0,1.0,1.0,0.0,6,0.0
61,Philippines,0,1,0,1,1996,0,271,1.0,0.0,1.0,1.0,0.0,7,0.0
69,Philippines,0,1,0,1,2016,0,306,1.0,0.0,1.0,1.0,0.0,8,0.0
50,Philippines,1,2,1,4,2020,0,339,1.0,0.0,1.0,1.0,3.0,9,0.25
37,Philippines,2,0,2,4,2024,0,329,4.0,1.0,1.0,2.0,0.0,10,0.5
22,Poland,0,1,1,2,1924,0,126,0.0,0.0,0.0,0.0,2.0,1,0.0
21,Poland,1,1,3,5,1928,0,109,2.0,0.0,0.0,2.0,3.0,2,0.2
10,Poland,3,2,4,9,1932,0,117,5.0,1.0,2.0,3.5,4.0,3,0.3333333333333333
22,Poland,0,4,5,9,1936,0,129,9.0,3.0,5.0,5.333333333333333,0.0,4,0.0
34,Poland,0,0,1,1,1948,0,136,9.0,0.0,9.0,7.666666666666667,-8.0,5,0.0
20,Poland,1,2,1,4,1952,0,149,1.0,0.0,9.0,6.333333333333333,3.0,6,0.25
17,Poland,1,4,4,9,1956,0,151,4.0,1.0,1.0,4.666666666666667,5.0,7,0.1111111111111111
9,Poland,4,6,11,21,1960,0,150,9.0,1.0,4.0,4.666666666666667,12.0,8,0.19047619047619047
7,Poland,7,6,10,23,1964,0,163,21.0,4.0,9.0,11.333333333333334,2.0,9,0.30434782608695654
11,Poland,5,2,11,18,1968,0,172,23.0,7.0,21.0,17.666666666666668,-5.0,10,0.2777777777777778
7,Poland,7,5,9,21,1972,0,195,18.0,5.0,23.0,20.666666666666668,3.0,11,0.3333333333333333
6,Poland,7,6,13,26,1976,0,198,21.0,7.0,18.0,20.666666666666668,5.0,12,0.2692307692307692
10,Poland,3,14,15,32,1980,0,203,26.0,7.0,21.0,21.666666666666668,6.0,13,0.09375
20,Poland,2,5,9,16,1988,0,237,32.0,3.0,26.0,26.333333333333332,-16.0,14,0.125
19,Poland,3,6,10,19,1992,0,257,16.0,2.0,32.0,24.666666666666668,3.0,15,0.15789473684210525
11,Poland,7,5,5,17,1996,0,271,19.0,3.0,16.0,22.333333333333332,-2.0,16,0.4117647058823529
14,Poland,6,5,3,14,2000,0,300,17.0,7.0,19.0,17.333333333333332,-3.0,17,0.42857142857142855
23,Poland,3,2,5,10,2004,0,301,14.0,6.0,17.0,16.666666666666668,-4.0,18,0.3
16,Poland,4,5,2,11,2008,0,302,10.0,3.0,14.0,13.666666666666666,1.0,19,0.36363636363636365
23,Poland,3,2,6,11,2012,0,302,11.0,4.0,10.0,11.666666666666666,0.0,20,0.2727272727272727
33,Poland,2,3,6,11,2016,0,306,11.0,3.0,11.0,10.666666666666666,0.0,21,0.18181818181818182
17,Poland,4,5,5,14,2020,0,339,11.0,2.0,11.0,11.0,3.0,22,0.2857142857142857
42,Poland,1,4,5,10,2024,0,329,14.0,4.0,11.0,12.0,-4.0,23,0.1
23,Portugal,0,0,1,1,1924,0,126,0.0,0.0,0.0,0.0,1.0,1,0.0
32,Portugal,0,0,1,1,1928,0,109,1.0,0.0,0.0,1.0,0.0,2,0.0
30,Portugal,0,0,1,1,1936,0,129,1.0,0.0,1.0,1.0,0.0,3,0.0
26,Portugal,0,1,1,2,1948,0,136,1.0,0.0,1.0,1.0,1.0,4,0.0
40,Portugal,0,0,1,1,1952,0,149,2.0,0.0,1.0,1.3333333333333333,-1.0,5,0.0
32,Portugal,0,1,0,1,1960,0,150,1.0,0.0,2.0,1.3333333333333333,0.0,6,0.0
30,Portugal,0,2,0,2,1976,0,198,1.0,0.0,1.0,1.3333333333333333,1.0,7,0.0
23,Portugal,1,0,2,3,1984,0,221,2.0,0.0,1.0,1.3333333333333333,1.0,8,0.3333333333333333
29,Portugal,1,0,0,1,1988,0,237,3.0,1.0,2.0,2.0,-2.0,9,1.0
47,Portugal,1,0,1,2,1996,0,271,1.0,1.0,3.0,2.0,1.0,10,0.5
69,Portugal,0,0,2,2,2000,0,300,2.0,1.0,1.0,2.0,0.0,11,0.0
60,Portugal,0,2,1,3,2004,0,301,2.0,0.0,2.0,1.6666666666666667,1.0,12,0.0
47,Portugal,1,1,0,2,2008,0,302,3.0,0.0,2.0,2.3333333333333335,-1.0,13,0.5
70,Portugal,0,1,0,1,2012,0,302,2.0,1.0,3.0,2.3333333333333335,-1.0,14,0.0
78,Portugal,0,0,1,1,2016,0,306,1.0,0.0,2.0,2.0,0.0,15,0.0
56,Portugal,1,1,2,4,2020,0,339,1.0,0.0,1.0,1.3333333333333333,3.0,16,0.25
50,Portugal,1,2,1,4,2024,0,329,4.0,1.0,1.0,2.0,0.0,17,0.25
34,Puerto Rico,0,0,1,1,1948,0,136,0.0,0.0,0.0,0.0,1.0,1,0.0
37,Puerto Rico,0,0,1,1,1976,0,198,1.0,0.0,0.0,1.0,0.0,2,0.0
30,Puerto Rico,0,1,1,2,1984,0,221,1.0,0.0,1.0,1.0,1.0,3,0.0
54,Puerto Rico,0,0,1,1,1992,0,257,2.0,0.0,1.0,1.3333333333333333,-1.0,4,0.0
